CRN,Course #,Course Title,Units,type,Days,Time,Bldg/Rm,Start-End,Instructor
30333,ANTH-001-01,Sociocultural AnthropologyMust Also Register for a Corresponding Discussion,4,LECT,TR,1:30-2:45pm,CLSSRM 120,28-AUG 12-DEC,"DeLugan, Robin"
30334,ANTH-001-02D,Sociocultural Anthropology,0,DISC,R,6:00-6:50pm,CLSSRM 288,28-AUG 12-DEC,"Bermudez, Danielle"
30335,ANTH-001-03D,Sociocultural Anthropology,0,DISC,R,7:00-7:50pm,KOLLIG 296,28-AUG 12-DEC,"Portillo-Silva, Catherine"
30336,ANTH-001-04D,Sociocultural Anthropology,0,DISC,W,3:30-4:20pm,CLSSRM 263,28-AUG 12-DEC,"Carvajal, Pedro"
31012,ANTH-001-05D,Sociocultural Anthropology,0,DISC,W,1:30-2:20pm,CLSSRM 263,28-AUG 12-DEC,"Carvajal, Pedro"
31458,ANTH-001-06D,Sociocultural Anthropology,0,DISC,F,8:30-9:20am,CLSSRM 288,28-AUG 12-DEC,"Bermudez, Danielle"
31459,ANTH-001-07D,Sociocultural Anthropology,0,DISC,F,8:30-9:20am,KOLLIG 296,28-AUG 12-DEC,"Portillo-Silva, Catherine"
30337,ANTH-005-01,Biological AnthropologyMust Also Register for a Corresponding Lab,4,LECT,MW,6:00-7:15pm,CLSSRM 105,28-AUG 12-DEC,"Jarrell, Heather"
31013,ANTH-005-02L,Biological Anthropology,0,LAB,F,8:00-8:50am,SSM 107,28-AUG 12-DEC,"Acevedo, Shannon"
31014,ANTH-005-03L,Biological Anthropology,0,LAB,F,9:00-9:50am,SSM 107,28-AUG 12-DEC,"Acevedo, Shannon"
30338,ANTH-005-04L,Biological Anthropology,0,LAB,F,10:00-10:50am,SSM 107,28-AUG 12-DEC,"Acevedo, Shannon"
30339,ANTH-005-05L,Biological Anthropology,0,LAB,F,11:00-11:50am,SSM 107,28-AUG 12-DEC,"Wilkinson, Patrick"
30340,ANTH-005-06L,Biological Anthropology,0,LAB,F,12:00-12:50pm,SSM 107,28-AUG 12-DEC,"Wilkinson, Patrick"
30341,ANTH-005-07L,Biological Anthropology,0,LAB,R,12:00-12:50pm,SSM 107,28-AUG 12-DEC,"Wilkinson, Patrick"
30342,ANTH-005-08L,Biological Anthropology,0,LAB,R,11:00-11:50am,SSM 107,28-AUG 12-DEC,"Bourgeois, Nicholas"
31015,ANTH-005-09L,Biological Anthropology,0,LAB,R,10:00-10:50am,SSB 130,18-DEC 18-DEC,"Bourgeois, Nicholas"
31460,ANTH-005-10L,Biological Anthropology,0,LAB,R,9:00-9:50am,SSM 107,28-AUG 12-DEC,"Bourgeois, Nicholas"
31461,ANTH-100-01,History of AnthropologyMust Also Register for a Corresponding Discussion,4,LECT,TR,10:30-11:45am,CLSSRM 110,28-AUG 12-DEC,"Rebhun, Linda-Anne"
31605,ANTH-100-02D,History of Anthropology,0,DISC,R,12:30-1:20pm,CLSSRM 110,18-DEC 18-DEC,"Deeming, Karen"
31606,ANTH-100-03D,History of Anthropology,0,DISC,R,9:30-10:20pm,CLSSRM 129,28-AUG 12-DEC,"Deeming, Karen"
34933,ANTH-110-01,Migration & Transntl Belonging,4,LECT,TR,7:30-8:45am,CLSSRM 279,28-AUG 12-DEC,"DeLugan, Robin"
35088,ANTH-146-01,Archaeology of Native Calif,4,LECT,MW,6:00-7:15pm,CLSSRM 110,28-AUG 12-DEC,"Hull, Kathleen"
34937,ANTH-174-01,Lithic Artifact Analysis,4,LECT,MW,1:30-2:45pm,CLSSRM 110,28-AUG 12-DEC,"Hull, Kathleen"
34939,ANTH-174-02L,Lithic Artifact Analysis,0,LAB,MW,3:00-4:15pm,SSM 107,28-AUG 12-DEC,"Ray, Erin"
34946,ANTH-190-01,Primatology,4,SEM,MW,7:30-8:45pm,CLSSRM 110,28-AUG 12-DEC,"Jarrell, Heather"
30344,ARTS-001A-01,Beginner Drawing,4,STDO,T,1:30-5:20pm,SSM 125,28-AUG 12-DEC,"Gomez, Richard"
31291,ARTS-002A-01,Beginning Vocal Instruction,4,STDO,MW,6:30-8:20pm,SSM 116,28-AUG 12-DEC,"Walsh, Lorraine"
31290,ARTS-002B-01,Intro to Choral,2,STDO,TR,8:00-9:50pm,SSM 116,18-DEC 18-DEC,"Walsh, Lorraine"
30345,ARTS-003-01,Learning to See: Painting,4,STDO,W,1:30-5:20pm,SSM 116,28-AUG 12-DEC,"Gomez, Richard"
31055,ARTS-004B-01,Introduction to Sculpture,4,STDO,T,5:30-9:20pm,SSM 125,28-AUG 12-DEC,"Lopez-Craig, Tonya"
35100,ARTS-006-01,Introduction to Music StudiesMust Also Register for a Corresponding Lab,4,LECT,MW,11:00-12:20pm,SSM 116,28-AUG 12-DEC,"Kaminsky, David"
35112,ARTS-006-02L,Introduction to Music Studies,0,LAB,F,8:00-8:50am,SSM 116,28-AUG 12-DEC,"Samuelson, Jennifer"
35113,ARTS-006-03L,Introduction to Music Studies,0,LAB,F,9:00-9:50am,SSM 116,17-DEC 17-DEC,"Samuelson, Jennifer"
35114,ARTS-006-04L,Introduction to Music Studies,0,LAB,F,11:00-11:50am,SSM 116,28-AUG 12-DEC,"Samuelson, Jennifer"
35115,ARTS-006-05L,Introduction to Music Studies,0,LAB,F,12:00-12:50pm,KOLLIG 202,19-DEC 19-DEC,"Samuelson, Jennifer"
31472,ARTS-009-01,Beginning Photography,4,STDO,T,8:30-12:20pm,SSM 116,28-AUG 12-DEC,"Bhaumik, Sita"
35098,ARTS-017-01,Music and Society,4,LECT,TR,9:00-10:50am,SSM 125,28-AUG 12-DEC,"Beaster-Jones, Jayson"
34952,ARTS-020-01,Two Dimensional Design,4,STDO,R,8:30-12:20pm,CLSSRM 127,19-DEC 19-DEC,"Ramirez, Christopher"
35106,ARTS-023-01,Multimedia Studio,4,STDO,M,8:30-12:20pm,,28-AUG 12-DEC,"Lopez-Craig, Tonya"
31540,ARTS-028-01,Meaning in Music,4,LECT,TR,1:00-2:50pm,,28-AUG 12-DEC,"Gale, Emily"
31537,ARTS-066A-01,Intro Nordic Music Ensemble,2,STDO,MW,4:00-5:20pm,CLSSRM 270,16-DEC 16-DEC,"Kaminsky, David"
31538,ARTS-066B-01,Intro Nordic Dance Ensemble,2,STDO,MW,5:00-6:20pm,,28-AUG 12-DEC,"Kaminsky, David"
34955,ARTS-102-01,Hist Clothing Cost. Fashion II,4,LECT,MWF,11:30-12:20pm,SSM 116,28-AUG 12-DEC,"Ramicova, Dunya"
31614,ARTS-141-01,Photography History,4,LECT,T,3:00-5:45pm,CLSSRM 263,13-DEC 13-DEC,"Bhaumik, Sita"
31473,ARTS-150-01,Assemblage Sculpture,4,STDO,R,1:30-5:20pm,SSM 116,28-AUG 12-DEC,"Yoshida, Kenichi"
31231,ARTS-159-01,Acrylic Painting,4,STDO,W,8:30-12:20pm,SSM 116,28-AUG 12-DEC,"Gomez, Richard"
30346,ARTS-190-01,UC Merced Chorus,2,STDO,TR,6:00-7:50pm,CLSSRM 110,28-AUG 12-DEC,"Walsh, Lorraine"
34959,BEST-219-01,Materials SimulationsMust Also Register for a CorrespondingDiscussion & Lab,3,LECT,T,2:00-2:50pm,SSM 125,28-AUG 12-DEC,"Tang, Chun"
34960,BEST-219-02D,Materials Simulations,0,DISC,F,11:00-11:50am,SSM 116,28-AUG 12-DEC,"Tang, Chun"
34961,BEST-219-02L,Materials Simulations,0,LAB,F,2:00-4:50pm,CLSSRM 105,17-DEC 17-DEC,"Tang, Chun"
35127,BEST-221-01,Mech. Behavior of MaterialsMust Also Register for a Corresponding Discussion,4,LECT,M,11:30-1:20pm,KOLLIG 208,28-AUG 12-DEC,"Viney, Christopher"
35128,BEST-221-02D,Mech. Behavior of Materials,0,DISC,W,11:30-1:20pm,CLSSRM 127,28-AUG 12-DEC,"Viney, Christopher"
34966,BEST-226-01,Nanodevice FabricationMust Also Register for a Corresponding Lab,4,LECT,M,3:00-3:50pm,CLSSRM 105,17-DEC 17-DEC,"Lu, Jennifer"
34967,BEST-226-02L,Nanodevice Fabrication,0,LAB,W,1:30-10:20pm,CLSSRM 272,28-AUG 12-DEC,"Liu, Yang"
30435,BEST-291-01,Research Seminar,1,LECT,F,1:30-2:20pm,CLSSRM 102,17-DEC 17-DEC,"Tung, Chunchih"
30436,BEST-292-01,Group Meeting,1,LECT,,TBD-TBD,,28-AUG 12-DEC,"Leppert, Valerie"
30437,BEST-292-02,Group Meeting,1,LECT,,TBD-TBD,,28-AUG 12-DEC,"Viney, Christopher"
30438,BEST-292-03,Group Meeting,1,LECT,,TBD-TBD,,28-AUG 12-DEC,"Chin, Wei-Chun"
30439,BEST-292-04,Group Meeting,1,LECT,,TBD-TBD,,28-AUG 12-DEC,"Lu, Jennifer"
30440,BEST-292-05,Group Meeting,1,LECT,,TBD-TBD,,28-AUG 12-DEC,"McCloskey, Kara"
30441,BEST-292-06,Group Meeting,1,LECT,,TBD-TBD,,28-AUG 12-DEC,"Sharping, Jay"
30442,BEST-292-07,Group Meeting,1,LECT,,TBD-TBD,SSM 116,28-AUG 12-DEC,"Davila, Lilian"
31534,BEST-292-08,Group Meeting,1,LECT,,TBD-TBD,CLSSRM 267,16-DEC 16-DEC,"Escobar, Ariel"
35074,BEST-292-09,Group Meeting,1,LECT,,TBD-TBD,SSM 125,28-AUG 12-DEC,"Munoz, Victor"
30680,BEST-293-01,Journal ClubCardiovascular Tissue Engineering,1,LECT,,TBD-TBD,CLSSRM 102,17-DEC 17-DEC,"McCloskey, Kara"
32667,BEST-294-01,Responsible Conduct Research,1,LECT,M,8:30-9:20am,CLSSRM 267,28-AUG 12-DEC,"Ortiz, Rudy / Traina, Sam"
31096,BEST-299-02,Directed Independent Study,3,LECT,TR,1:30-2:50pm,SSM 100,28-AUG 12-DEC,"Leppert, Valerie"
30022,BIO-001-01,"Contemporary BiologyMust Also Register for a Corresponding DiscussionIf Required, Also Register for a Corresponding Lab*Lab and Discussion Section Numbers Do Not Have To Match*",4,LECT,MWF,11:30-12:20pm,CLSSRM 102,28-AUG 12-DEC,"Beaster-Jones, Laura"
30023,BIO-001-02D,Contemporary Biology,0,DISC,F,8:30-9:20am,KOLLIG 396,28-AUG 12-DEC,"McDermot, Joy"
30025,BIO-001-04D,Contemporary Biology,0,DISC,M,5:30-6:20pm,KOLLIG 396,28-AUG 12-DEC,"McDermot, Joy"
30026,BIO-001-05D,Contemporary Biology,0,DISC,M,6:30-7:20pm,KOLLIG 396,28-AUG 12-DEC,"Barnes, Morgan"
30027,BIO-001-06D,Contemporary Biology,0,DISC,F,12:30-1:20pm,CLSSRM 102,13-DEC 13-DEC,"Rocha de Souza, Mariana"
30028,BIO-001-07D,Contemporary Biology,0,DISC,M,10:30-11:20am,KOLLIG 296,28-AUG 12-DEC,"Barnes, Morgan"
30651,BIO-001-08D,Contemporary Biology,0,DISC,M,7:30-8:20pm,CLSSRM 276,28-AUG 12-DEC,"Barnes, Morgan"
30652,BIO-001-09D,Contemporary Biology,0,DISC,M,9:30-10:20am,CLSSRM 279,28-AUG 12-DEC,"Mayer, Nasima"
30925,BIO-001-10D,Contemporary Biology,0,DISC,R,4:00-4:50pm,CLSSRM 288,28-AUG 12-DEC,"Williams, John"
31139,BIO-001-11D,Contemporary Biology,0,DISC,R,5:00-5:50pm,CLSSRM 129,28-AUG 12-DEC,"Williams, John"
30029,BIO-001-20,"Contemporary BiologyMust Also Register for a Corresponding DiscussionIf Required, Also Register for a Corresponding Lab*Lab and Discussion Section Numbers Do Not Have to Match*",4,LECT,MWF,2:30-3:20pm,KOLLIG 396,28-AUG 12-DEC,"Beaster-Jones, Laura"
30030,BIO-001-21D,Contemporary Biology,0,DISC,R,8:00-8:50am,CLSSRM 288,28-AUG 12-DEC,"Rocha de Souza, Mariana"
30031,BIO-001-22D,Contemporary Biology,0,DISC,F,9:30-10:20am,KOLLIG 396,28-AUG 12-DEC,"McDermot, Joy"
30032,BIO-001-23D,Contemporary Biology,0,DISC,R,2:00-2:50pm,CLSSRM 127,28-AUG 12-DEC,"MacNeill, Curtis"
30033,BIO-001-24D,Contemporary Biology,0,DISC,F,11:30-12:20pm,CLSSRM 116,19-DEC 19-DEC,"Rocha de Souza, Mariana"
30034,BIO-001-25D,Contemporary Biology,0,DISC,R,6:00-6:50pm,KOLLIG 296,28-AUG 12-DEC,"Williams, John"
30035,BIO-001-26D,Contemporary Biology,0,DISC,R,7:30-8:20am,KOLLIG 296,28-AUG 12-DEC,"Mayer, Nasima"
30653,BIO-001-27D,Contemporary Biology,0,DISC,R,8:00-8:50pm,CLSSRM 282,28-AUG 12-DEC,"MacNeill, Curtis"
30654,BIO-001-28D,Contemporary Biology,0,DISC,F,3:30-4:20pm,KOLLIG 296,28-AUG 12-DEC,"Mayer, Nasima"
31141,BIO-001-31D,Contemporary Biology,0,DISC,F,7:30-8:20am,CLSSRM 120,15-DEC 15-DEC,"MacNeill, Curtis"
31142,BIO-001L-01,Contemporary Biology Lab,1,LAB,W,7:30-10:20pm,CLSSRM 279,28-AUG 12-DEC,"Jin, Lixia"
31143,BIO-001L-02,Contemporary Biology Lab,1,LAB,F,7:30-10:20am,CLSSRM 279,28-AUG 12-DEC,"Cardenas, Heliodoro"
30036,BIO-001L-03,Contemporary Biology Lab,1,LAB,M,4:30-7:20pm,SCIENG 173,28-AUG 12-DEC,"Conte, Debra"
30037,BIO-001L-04,Contemporary Biology Lab,1,LAB,T,8:00-10:50am,SCIENG 173,28-AUG 12-DEC,"Zumkehr, Andrew"
30038,BIO-001L-05,Contemporary Biology Lab,1,LAB,T,11:30-2:20pm,SCIENG 173,28-AUG 12-DEC,"Zumkehr, Andrew"
30039,BIO-001L-06,Contemporary Biology Lab,1,LAB,T,3:00-5:50pm,CLSSRM 120,16-DEC 16-DEC,"Barghouth, Paul"
30040,BIO-001L-07,Contemporary Biology Lab,1,LAB,T,6:30-9:20pm,SCIENG 173,28-AUG 12-DEC,"Barghouth, Paul"
30041,BIO-001L-08,Contemporary Biology Lab,1,LAB,F,10:30-1:20pm,SCIENG 173,28-AUG 12-DEC,"Zhu, Ye"
30042,BIO-001L-09,Contemporary Biology Lab,1,LAB,M,1:30-4:20pm,SCIENG 173,28-AUG 12-DEC,"Conte, Debra"
30332,BIO-001L-10,Contemporary Biology Lab,1,LAB,R,8:00-10:50am,SCIENG 173,28-AUG 12-DEC,"Cardenas, Heliodoro"
30043,BIO-001L-11,Contemporary Biology Lab,1,LAB,R,11:30-2:20pm,CLSSRM 267,18-DEC 18-DEC,"Conte, Debra"
30044,BIO-001L-12,Contemporary Biology Lab,1,LAB,R,3:00-5:50pm,SCIENG 173,28-AUG 12-DEC,"Cardenas, Heliodoro"
30045,BIO-001L-13,Contemporary Biology Lab,1,LAB,R,6:30-9:20pm,SCIENG 173,28-AUG 12-DEC,"Jin, Lixia"
30926,BIO-001L-14,Contemporary Biology Lab,1,LAB,W,8:30-11:20am,SSB 170,19-DEC 19-DEC,"Conte, Debra"
30927,BIO-001L-15,Contemporary Biology Lab,1,LAB,W,1:30-4:20pm,SCIENG 173,28-AUG 12-DEC,"Conte, Debra"
30928,BIO-001L-16,Contemporary Biology Lab,1,LAB,W,4:30-7:20pm,SCIENG 173,28-AUG 12-DEC,"Zhu, Ye"
30046,BIO-002-01,"Introduction Molecular BiologyMust Also Register for a Corresponding DiscussionIf Required, Also Register for a Corresponding Lab*Lab and Discussion Section Numbers Do Not Have to Match*",4,LECT,MWF,1:30-2:20pm,CLSSRM 272,17-SEP 17-SEP,"Dulai, Kamal"
30047,BIO-002-02D,Introduction Molecular Biology,0,DISC,R,8:00-8:50am,SCIENG 173,28-AUG 12-DEC,"Forteza, Imelda"
30048,BIO-002-03D,Introduction Molecular Biology,0,DISC,F,3:30-4:20pm,CLSSRM 272,24-SEP 24-SEP,"Lawrence, Travis"
30049,BIO-002-04D,Introduction Molecular Biology,0,DISC,M,12:00-12:50pm,SCIENG 167,01-OCT 01-OCT,"Lee, Andrew"
30050,BIO-002-05D,Introduction Molecular Biology,0,DISC,W,11:00-11:50am,CLSSRM 272,08-OCT 08-OCT,"Forteza, Imelda"
30929,BIO-002-06D,Introduction Molecular Biology,0,DISC,F,12:30-1:20pm,SCIENG 173,28-AUG 12-DEC,"Lawrence, Travis"
30930,BIO-002-07D,Introduction Molecular Biology,0,DISC,F,2:30-3:20pm,SCIENG 167,15-OCT 15-OCT,"Lawrence, Travis"
30931,BIO-002-08D,Introduction Molecular Biology,0,DISC,R,6:00-6:50pm,CLSSRM 272,22-OCT 22-OCT,"Forteza, Imelda"
31144,BIO-002-09D,Introduction Molecular Biology,0,DISC,R,7:00-7:50pm,SCIENG 167,05-NOV 05-NOV,"Lee, Andrew"
31145,BIO-002-10D,Introduction Molecular Biology,0,DISC,R,8:00-8:50pm,CLSSRM 272,12-NOV 12-NOV,"Lee, Andrew"
30933,BIO-002L-01,Molecular Biology Lab,1,LAB,T,6:30-9:20pm,CLSSRM 272,19-NOV 19-NOV,"Ziman, Benjamin"
30051,BIO-002L-02,Molecular Biology Lab,1,LAB,M,9:30-12:20pm,SCIENG 167,03-DEC 03-DEC,"Tolley, Alexander"
30052,BIO-002L-03,Molecular Biology Lab,1,LAB,M,3:30-6:20pm,KOLLIG 296,28-AUG 12-DEC,"Bui, Phuong"
30053,BIO-002L-04,Molecular Biology Lab,1,LAB,M,7:00-9:50pm,CLSSRM 262,17-SEP 17-SEP,"Bui, Phuong"
30054,BIO-002L-05,Molecular Biology Lab,1,LAB,T,8:00-10:50am,CLSSRM 262,24-SEP 24-SEP,"Tolley, Alexander"
30055,BIO-002L-06,Molecular Biology Lab,1,LAB,T,11:30-2:20pm,SCIENG 167,01-OCT 01-OCT,"Tolley, Alexander"
30932,BIO-002L-07,Molecular Biology Lab,1,LAB,T,3:00-5:50pm,CLSSRM 279,28-AUG 12-DEC,"Ziman, Benjamin"
30104,BIO-005-01,Biology TodayMust Also Register for a Corresponding Discussion,4,LECT,MWF,11:30-12:20pm,CLSSRM 262,22-OCT 22-OCT,"Hernandez, Andres"
30105,BIO-005-02D,Biology Today,0,DISC,M,1:30-3:20pm,SCIENG 167,28-AUG 12-DEC,"Hernandez, Andres"
30106,BIO-005-03D,Biology Today,0,DISC,M,3:30-5:20pm,SCIENG 167,28-AUG 12-DEC,"Hernandez, Andres"
30107,BIO-005-04D,Biology Today,0,DISC,M,4:30-6:20pm,CLSSRM 262,19-NOV 19-NOV,"Lubetkin, Kaitlin"
30671,BIO-005-05D,Biology Today,0,DISC,M,1:30-3:20pm,SCIENG 167,28-AUG 12-DEC,"Lubetkin, Kaitlin"
30108,BIO-060-01,NutritionMust Also Register for a Corresponding Discussion,4,LECT,MWF,12:30-1:20pm,CLSSRM 262,10-DEC 10-DEC,"Dulai, Kamal"
30109,BIO-060-02D,Nutrition,0,DISC,M,6:30-7:20pm,SCIENG 167,28-AUG 12-DEC,"Vazquez-Anaya, Guillermo"
30110,BIO-060-03D,Nutrition,0,DISC,R,11:00-11:50am,CLSSRM 279,25-SEP 25-SEP,"Aboukilila, Mohamed"
30111,BIO-060-04D,Nutrition,0,DISC,R,12:00-12:50pm,SCIENG 167,02-OCT 02-OCT,"Aboukilila, Mohamed"
30934,BIO-060-05D,Nutrition,0,DISC,R,12:00-12:50pm,CLSSRM 114,28-AUG 12-DEC,"Vazquez-Anaya, Guillermo"
30935,BIO-060-06D,Nutrition,0,DISC,M,7:30-8:20pm,CLSSRM 110,28-AUG 12-DEC,"Vazquez-Anaya, Guillermo"
30936,BIO-060-07D,Nutrition,0,DISC,M,8:30-9:20pm,CLSSRM 286,28-AUG 12-DEC,"Aboukilila, Mohamed"
30112,BIO-101-01,Biochemistry IMust Also Register for a Corresponding Discussion,4,LECT,TR,9:00-10:15am,CLSSRM 279,13-NOV 13-NOV,"LiWang, Andy"
30113,BIO-101-02D,Biochemistry I,0,DISC,F,8:30-9:20am,SCIENG 167,04-DEC 04-DEC,"Fischer, Kathryn"
30114,BIO-101-03D,Biochemistry I,0,DISC,F,10:30-11:20am,CLSSRM 279,11-DEC 11-DEC,"Fischer, Kathryn"
30115,BIO-101-04D,Biochemistry I,0,DISC,F,9:30-10:20am,CLSSRM 282,18-SEP 18-SEP,"Fischer, Kathryn"
31147,BIO-101-06D,Biochemistry I,0,DISC,M,8:30-9:20am,CLSSRM 282,25-SEP 25-SEP,"Ankirskaia, Anna"
31148,BIO-101-07D,Biochemistry I,0,DISC,M,9:30-10:20am,SCIENG 167,02-OCT 02-OCT,"Ankirskaia, Anna"
34832,BIO-104-01,BiophysicsMust Also Register for a Corresponding Discussion,4,LECT,TR,12:00-1:20pm,SCIENG 167,16-OCT 16-OCT,"Gopinathan, Ajay"
34833,BIO-104-02D,Biophysics,0,DISC,R,8:00-8:50am,CLSSRM 282,30-OCT 30-OCT,"Ando, David"
35147,BIO-104-03D,Biophysics,0,DISC,R,9:00-9:50am,SCIENG 167,06-NOV 06-NOV,"Ando, David"
30116,BIO-110-01,The CellStudents Must Also Register for a Lab/Discussion Combination,4,LECT,MWF,11:30-12:20pm,CLSSRM 282,13-NOV 13-NOV,"Garcia-Ojeda, Marcos"
30117,BIO-110-02C,The Cell,0,DISC,W,3:30-4:20pm,SCIENG 167,04-DEC 04-DEC,"Olmstead, Keedrian"
30118,BIO-110-03C,The Cell,0,DISC,W,6:30-7:20pm,CLSSRM 272,23-OCT 23-OCT,"Gardner, Asa"
30119,BIO-110-04C,The Cell,0,DISC,R,9:00-9:50am,SCIENG 167,16-OCT 16-OCT,"Al-Kuhlani, Mufadhal"
30120,BIO-110-05C,The Cell,0,DISC,R,2:00-2:50pm,SCIENG 167,15-OCT 15-OCT,"Al-Kuhlani, Mufadhal"
35076,BIO-110-10,The CellStudents Must Also Register for a Lab/Discussion Combination,4,LECT,MWF,9:30-10:20am,CLSSRM 113,13-DEC 13-DEC,"Garcia-Ojeda, Marcos"
30937,BIO-110-11C,The Cell,0,DISC,R,4:30-5:20pm,SSB 160,19-DEC 19-DEC,"Al-Kuhlani, Mufadhal"
30938,BIO-110-12C,The Cell,0,DISC,R,8:00-8:50pm,SSB 170,28-AUG 12-DEC,"Gardner, Asa"
34834,BIO-110-13C,The Cell,0,DISC,W,12:30-1:20pm,SSB 160,19-DEC 19-DEC,"Olmstead, Keedrian"
31035,BIO-111-01,"Cells, Tissues and OrgansMust Also Register for a Corresponding Discussion",4,LECT,TR,9:00-10:15am,CLSSRM 263,15-DEC 15-DEC,"Oviedo, Nestor"
31036,BIO-111-02D,"Cells, Tissues and Organs",0,DISC,M,11:30-12:20pm,SSM 104,18-DEC 18-DEC,"Thiruvalluvan, Manish"
31037,BIO-111-03D,"Cells, Tissues and Organs",0,DISC,M,10:30-11:20am,CLSSRM 110,16-DEC 16-DEC,"Thiruvalluvan, Manish"
31038,BIO-111-04D,"Cells, Tissues and Organs",0,DISC,M,9:00-9:50am,CLSSRM 263,19-DEC 19-DEC,"Thiruvalluvan, Manish"
30121,BIO-120-01,General MicrobiologyMust Also Register for a Corresponding Discussion,4,LECT,TR,12:00-1:15pm,CLSSRM 270,16-DEC 16-DEC,"Garcia-Ojeda, Marcos"
30122,BIO-120-02D,General Microbiology,0,DISC,F,9:30-10:20am,KOLLIG 209,28-AUG 12-DEC,"Boulger, James"
30939,BIO-120-03D,General Microbiology,0,DISC,F,10:30-11:20am,KOLLIG 217,13-DEC 13-DEC,"Boulger, James"
31149,BIO-120-04D,General Microbiology,0,DISC,F,11:30-12:20pm,CLSSRM 272,28-AUG 12-DEC,"Boulger, James"
30123,BIO-120L-01,General Micro LabMust Also Register for a Corresponding Lab,2,LECT,F,1:30-2:20pm,CLSSRM 276,28-AUG 12-DEC,"Garcia-Ojeda, Marcos"
30124,BIO-120L-02L,General Micro Lab,0,LAB,MW,2:30-4:20pm,SSB 120,28-AUG 12-DEC,"Edwards, Lauren"
30125,BIO-120L-03L,General Micro Lab,0,LAB,MW,5:30-7:20pm,CLSSRM 286,28-AUG 12-DEC,"Kilian, Jason"
31511,BIO-124-01,Microbial EvolutionMust Register for Corresponding Discussion,4,LECT,TR,1:30-2:45pm,KOLLIG 296,28-AUG 12-DEC,"Barlow, Miriam"
31512,BIO-124-02D,Microbial Evolution,0,DISC,T,12:00-12:50pm,CLSSRM 102,16-DEC 16-DEC,"Mira, Portia"
34361,BIO-124-03D,Microbial Evolution,0,DISC,T,3:30-4:20pm,SCIENG 155,28-AUG 12-DEC,"Mira, Portia"
34836,BIO-124-04D,Microbial Evolution,0,DISC,R,5:00-5:50pm,SCIENG 155,28-AUG 12-DEC,"Martinez, Andres"
34837,BIO-124-05D,Microbial Evolution,0,DISC,R,8:00-8:50am,CLSSRM 288,28-AUG 12-DEC,"Mira, Portia"
30962,BIO-127-01,General VirologyMust Also Register for a Corresponding Discussion,4,LECT,MW,6:00-7:15pm,CLSSRM 263,28-AUG 12-DEC,"Choi, Jinah"
30963,BIO-127-02D,General Virology,0,DISC,R,3:00-3:50pm,CLSSRM 286,28-AUG 12-DEC,"Wilson, Stephen"
30964,BIO-127-03D,General Virology,0,DISC,R,5:00-5:50pm,KOLLIG 396,28-AUG 12-DEC,"Wilson, Stephen"
30965,BIO-127-04D,General Virology,0,DISC,F,11:00-11:50am,CLSSRM 120,28-AUG 12-DEC,"Wilson, Stephen"
31306,BIO-127-05D,General Virology,0,DISC,F,12:00-12:50pm,CLSSRM 129,28-AUG 12-DEC,"Park, Seung Bum"
30126,BIO-140-01,GeneticsMust Also Register for a Corresponding Discussion,4,LECT,MWF,3:30-4:20pm,CLSSRM 262,28-AUG 12-DEC,"Dulai, Kamal"
31150,BIO-140-02D,Genetics,0,DISC,F,1:30-3:20pm,CLSSRM 262,28-AUG 12-DEC,"Wilson, Emily"
30127,BIO-140-03D,Genetics,0,DISC,R,12:00-1:50pm,CLSSRM 102,13-DEC 13-DEC,"Wilson, Emily"
31151,BIO-140-04D,Genetics,0,DISC,W,5:30-7:20pm,CLSSRM 105,28-AUG 12-DEC,"Carper, Dana"
30128,BIO-140-05D,Genetics,0,DISC,W,7:30-9:20pm,CLSSRM 282,28-AUG 12-DEC,"Carper, Dana"
30129,BIO-141-01,EvolutionMust Also Register for a Corresponding Lab,4,LECT,TR,12:00-1:15pm,CLSSRM 276,28-AUG 12-DEC,"Martinez, Andres"
30130,BIO-141-02L,Evolution,0,LAB,T,1:30-4:20pm,KOLLIG 296,28-AUG 12-DEC,"DeNeve Weeks, Danaan"
30131,BIO-141-03L,Evolution,0,LAB,T,5:00-7:50pm,CLSSRM 116,28-AUG 12-DEC,"DeNeve Weeks, Danaan"
30132,BIO-141-04L,Evolution,0,LAB,W,11:30-2:20pm,CLSSRM 102,17-DEC 17-DEC,"Abboud, Sarah"
30940,BIO-141-05L,Evolution,0,LAB,W,3:00-5:50pm,SCIENG 165,28-AUG 12-DEC,"Abboud, Sarah"
34838,BIO-141-06L,Evolution,0,LAB,W,8:00-10:50am,SCIENG 165,28-AUG 12-DEC,"Swift, Holly"
31179,BIO-148-01,Fundamentals of EcologyMust Also Register for a Corresponding Discussion.Students will participate in an overnight field trip. Moredetails will be provided during the first week of class.,4,LECT,TR,10:30-11:45am,SCIENG 165,28-AUG 12-DEC,"Hart, Steve"
31180,BIO-148-02D,Fundamentals of Ecology,0,DISC,W,1:30-2:20pm,SCIENG 165,28-AUG 12-DEC,"Gilbert, Richard"
31181,BIO-148-03D,Fundamentals of Ecology,0,DISC,W,2:30-3:20pm,CLSSRM 114,28-AUG 12-DEC,"Gilbert, Richard"
30133,BIO-151-01,Molecular ImmunologyMust Also Register for a Corresponding Discussion,4,LECT,MW,11:30-12:50pm,CLSSRM 272,19-DEC 19-DEC,"Hoyer, Katrina"
